Date,Latitude,Longitude,Observed,Gaussian Krige
2007-01-01,28.83333127878597,-95.66666666666428,0.0,6.27
2007-01-02,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-03,28.83333127878597,-95.66666666666428,0.0,32.08
2007-01-04,28.83333127878597,-95.66666666666428,0.98,0.0
2007-01-05,28.83333127878597,-95.66666666666428,0.33,138.57
2007-01-06,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-07,28.83333127878597,-95.66666666666428,0.04,0.0
2007-01-08,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-09,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-10,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-11,28.83333127878597,-95.66666666666428,0.0,0.57
2007-01-12,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-13,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-14,28.83333127878597,-95.66666666666428,0.0,3424.21
2007-01-15,28.83333127878597,-95.66666666666428,0.21,0.0
2007-01-16,28.83333127878597,-95.66666666666428,0.09,850.84
2007-01-17,28.83333127878597,-95.66666666666428,0.03,0.0
2007-01-18,28.83333127878597,-95.66666666666428,0.0,956.7
2007-01-19,28.83333127878597,-95.66666666666428,0.19,0.0
2007-01-20,28.83333127878597,-95.66666666666428,0.07,0.0
2007-01-21,28.83333127878597,-95.66666666666428,0.08,0.0
2007-01-22,28.83333127878597,-95.66666666666428,0.01,92.69
2007-01-23,28.83333127878597,-95.66666666666428,0.01,0.0
2007-01-24,28.83333127878597,-95.66666666666428,2.13,315.84
2007-01-25,28.83333127878597,-95.66666666666428,0.9600000000000001,0.0
2007-01-26,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-27,28.83333127878597,-95.66666666666428,0.03,0.0
2007-01-28,28.83333127878597,-95.66666666666428,0.81,0.0
2007-01-29,28.83333127878597,-95.66666666666428,0.0,0.0
2007-01-30,28.83333127878597,-95.66666666666428,0.34,36.66
2007-01-31,28.83333127878597,-95.66666666666428,0.16,0.0
2007-02-01,28.83333127878597,-95.66666666666428,0.16,70.19
2007-02-02,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-03,28.83333127878597,-95.66666666666428,0.0,26.04
2007-02-04,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-05,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-06,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-07,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-08,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-09,28.83333127878597,-95.66666666666428,0.0,27.07
2007-02-10,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-11,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-12,28.83333127878597,-95.66666666666428,0.0,39.99
2007-02-13,28.83333127878597,-95.66666666666428,0.48,0.0
2007-02-14,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-15,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-16,28.83333127878597,-95.66666666666428,0.0,1.72
2007-02-17,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-18,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-19,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-20,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-21,28.83333127878597,-95.66666666666428,0.03,55.19
2007-02-22,28.83333127878597,-95.66666666666428,0.01,0.0
2007-02-23,28.83333127878597,-95.66666666666428,0.0,0.22
2007-02-24,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-25,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-26,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-27,28.83333127878597,-95.66666666666428,0.0,0.0
2007-02-28,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-01,28.83333127878597,-95.66666666666428,0.0,30.6
2007-03-02,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-03,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-04,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-05,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-06,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-07,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-08,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-09,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-10,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-11,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-12,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-13,28.83333127878597,-95.66666666666428,1.81,1800.04
2007-03-14,28.83333127878597,-95.66666666666428,2.9,0.0
2007-03-15,28.83333127878597,-95.66666666666428,1.49,0.0
2007-03-16,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-17,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-18,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-19,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-20,28.83333127878597,-95.66666666666428,0.0,34.33
2007-03-21,28.83333127878597,-95.66666666666428,0.0,356.49
2007-03-22,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-23,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-24,28.83333127878597,-95.66666666666428,0.0,32.96
2007-03-25,28.83333127878597,-95.66666666666428,0.0,13.85
2007-03-26,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-27,28.83333127878597,-95.66666666666428,0.01,0.0
2007-03-28,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-29,28.83333127878597,-95.66666666666428,0.0,1.29
2007-03-30,28.83333127878597,-95.66666666666428,0.0,0.0
2007-03-31,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-01,28.83333127878597,-95.66666666666428,3.62,0.0
2007-04-02,28.83333127878597,-95.66666666666428,0.05,0.0
2007-04-03,28.83333127878597,-95.66666666666428,0.0,0.25
2007-04-04,28.83333127878597,-95.66666666666428,0.0,2037.83
2007-04-05,28.83333127878597,-95.66666666666428,0.93,0.0
2007-04-06,28.83333127878597,-95.66666666666428,0.0,24.78
2007-04-07,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-08,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-09,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-10,28.83333127878597,-95.66666666666428,0.02,0.0
2007-04-11,28.83333127878597,-95.66666666666428,0.0,24.36
2007-04-12,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-13,28.83333127878597,-95.66666666666428,0.0,0.31
2007-04-14,28.83333127878597,-95.66666666666428,0.54,0.0
2007-04-15,28.83333127878597,-95.66666666666428,0.01,0.0
2007-04-16,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-17,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-18,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-19,28.83333127878597,-95.66666666666428,0.0,7.13
2007-04-20,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-21,28.83333127878597,-95.66666666666428,0.01,0.0
2007-04-22,28.83333127878597,-95.66666666666428,0.0,23.21
2007-04-23,28.83333127878597,-95.66666666666428,0.0,63.99
2007-04-24,28.83333127878597,-95.66666666666428,0.0,13.56
2007-04-25,28.83333127878597,-95.66666666666428,0.02,2046.16
2007-04-26,28.83333127878597,-95.66666666666428,2.54,9.09
2007-04-27,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-28,28.83333127878597,-95.66666666666428,0.0,5.26
2007-04-29,28.83333127878597,-95.66666666666428,0.0,0.0
2007-04-30,28.83333127878597,-95.66666666666428,0.0,300.24
2007-05-01,28.83333127878597,-95.66666666666428,0.0,167.88
2007-05-02,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-03,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-04,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-05,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-06,28.83333127878597,-95.66666666666428,0.0,0.02
2007-05-07,28.83333127878597,-95.66666666666428,0.01,24.42
2007-05-08,28.83333127878597,-95.66666666666428,0.0,549.08
2007-05-09,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-10,28.83333127878597,-95.66666666666428,0.0,2136.06
2007-05-11,28.83333127878597,-95.66666666666428,0.01,0.0
2007-05-12,28.83333127878597,-95.66666666666428,0.81,25.89
2007-05-13,28.83333127878597,-95.66666666666428,0.01,0.0
2007-05-14,28.83333127878597,-95.66666666666428,0.02,130.65
2007-05-15,28.83333127878597,-95.66666666666428,0.0,0.03
2007-05-16,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-17,28.83333127878597,-95.66666666666428,0.93,0.0
2007-05-18,28.83333127878597,-95.66666666666428,0.0,23.94
2007-05-19,28.83333127878597,-95.66666666666428,0.0,2.91
2007-05-20,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-21,28.83333127878597,-95.66666666666428,0.0,180.35
2007-05-22,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-23,28.83333127878597,-95.66666666666428,1.24,97.71
2007-05-24,28.83333127878597,-95.66666666666428,0.0,199.61
2007-05-25,28.83333127878597,-95.66666666666428,0.0,0.0
2007-05-26,28.83333127878597,-95.66666666666428,0.02,0.0
2007-05-27,28.83333127878597,-95.66666666666428,0.0,3405.28
2007-05-28,28.83333127878597,-95.66666666666428,0.0,673.52
2007-05-29,28.83333127878597,-95.66666666666428,0.14,6600.35
