Date,Latitude,Longitude,Observed,Gaussian Simple
2007-01-01,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-02,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-03,32.33333097101954,-99.45833333333125,0.07,1919.33
2007-01-04,32.33333097101954,-99.45833333333125,0.0,224.69
2007-01-05,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-06,32.33333097101954,-99.45833333333125,0.0,611.08
2007-01-07,32.33333097101954,-99.45833333333125,0.0,105.1
2007-01-08,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-09,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-10,32.33333097101954,-99.45833333333125,0.0,0.06
2007-01-11,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-12,32.33333097101954,-99.45833333333125,0.48,0.0
2007-01-13,32.33333097101954,-99.45833333333125,0.0,7294.9
2007-01-14,32.33333097101954,-99.45833333333125,,4691.3
2007-01-15,32.33333097101954,-99.45833333333125,,3374.25
2007-01-16,32.33333097101954,-99.45833333333125,,43.62
2007-01-17,32.33333097101954,-99.45833333333125,,0.0
2007-01-18,32.33333097101954,-99.45833333333125,0.25,2367.92
2007-01-19,32.33333097101954,-99.45833333333125,0.27,625.51
2007-01-20,32.33333097101954,-99.45833333333125,0.44,778.33
2007-01-21,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-22,32.33333097101954,-99.45833333333125,0.0,20.51
2007-01-23,32.33333097101954,-99.45833333333125,0.0,1285.3
2007-01-24,32.33333097101954,-99.45833333333125,0.0,205.3
2007-01-25,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-26,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-27,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-28,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-29,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-30,32.33333097101954,-99.45833333333125,0.0,0.0
2007-01-31,32.33333097101954,-99.45833333333125,0.0,32.08
2007-02-01,32.33333097101954,-99.45833333333125,0.24,3290.99
2007-02-02,32.33333097101954,-99.45833333333125,0.0,19.68
2007-02-03,32.33333097101954,-99.45833333333125,0.0,20.66
2007-02-04,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-05,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-06,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-07,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-08,32.33333097101954,-99.45833333333125,0.0,78.49
2007-02-09,32.33333097101954,-99.45833333333125,0.0,0.12
2007-02-10,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-11,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-12,32.33333097101954,-99.45833333333125,0.01,49.06
2007-02-13,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-14,32.33333097101954,-99.45833333333125,0.0,1.47
2007-02-15,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-16,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-17,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-18,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-19,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-20,32.33333097101954,-99.45833333333125,0.0,0.29
2007-02-21,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-22,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-23,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-24,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-25,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-26,32.33333097101954,-99.45833333333125,0.0,0.0
2007-02-27,32.33333097101954,-99.45833333333125,0.0,1.12
2007-02-28,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-01,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-02,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-03,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-04,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-05,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-06,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-07,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-08,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-09,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-10,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-11,32.33333097101954,-99.45833333333125,1.72,0.0
2007-03-12,32.33333097101954,-99.45833333333125,0.03,0.0
2007-03-13,32.33333097101954,-99.45833333333125,0.0,1210.66
2007-03-14,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-15,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-16,32.33333097101954,-99.45833333333125,0.0,0.18
2007-03-17,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-18,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-19,32.33333097101954,-99.45833333333125,0.0,6.68
2007-03-20,32.33333097101954,-99.45833333333125,0.0,5.44
2007-03-21,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-22,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-23,32.33333097101954,-99.45833333333125,0.01,0.0
2007-03-24,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-25,32.33333097101954,-99.45833333333125,0.01,637.88
2007-03-26,32.33333097101954,-99.45833333333125,1.28,0.0
2007-03-27,32.33333097101954,-99.45833333333125,0.01,15.7
2007-03-28,32.33333097101954,-99.45833333333125,0.0,0.0
2007-03-29,32.33333097101954,-99.45833333333125,0.22,0.0
2007-03-30,32.33333097101954,-99.45833333333125,2.8,0.0
2007-03-31,32.33333097101954,-99.45833333333125,0.0,0.77
2007-04-01,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-02,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-03,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-04,32.33333097101954,-99.45833333333125,0.0,118.14
2007-04-05,32.33333097101954,-99.45833333333125,0.0,0.07
2007-04-06,32.33333097101954,-99.45833333333125,0.0,0.82
2007-04-07,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-08,32.33333097101954,-99.45833333333125,0.07,293.65
2007-04-09,32.33333097101954,-99.45833333333125,0.01,0.0
2007-04-10,32.33333097101954,-99.45833333333125,0.06,1.38
2007-04-11,32.33333097101954,-99.45833333333125,0.0,0.12
2007-04-12,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-13,32.33333097101954,-99.45833333333125,0.01,0.0
2007-04-14,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-15,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-16,32.33333097101954,-99.45833333333125,0.0,0.08
2007-04-17,32.33333097101954,-99.45833333333125,0.09,0.0
2007-04-18,32.33333097101954,-99.45833333333125,0.0,1.07
2007-04-19,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-20,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-21,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-22,32.33333097101954,-99.45833333333125,0.0,12.73
2007-04-23,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-24,32.33333097101954,-99.45833333333125,0.05,0.0
2007-04-25,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-26,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-27,32.33333097101954,-99.45833333333125,0.0,0.33
2007-04-28,32.33333097101954,-99.45833333333125,0.0,0.0
2007-04-29,32.33333097101954,-99.45833333333125,0.22,0.0
2007-04-30,32.33333097101954,-99.45833333333125,1.43,0.0
2007-05-01,32.33333097101954,-99.45833333333125,0.58,22.22
2007-05-02,32.33333097101954,-99.45833333333125,1.01,0.0
2007-05-03,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-04,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-05,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-06,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-07,32.33333097101954,-99.45833333333125,0.13,4.44
2007-05-08,32.33333097101954,-99.45833333333125,0.53,0.0
2007-05-09,32.33333097101954,-99.45833333333125,1.27,268.53
2007-05-10,32.33333097101954,-99.45833333333125,0.0,4.5
2007-05-11,32.33333097101954,-99.45833333333125,0.0,8.07
2007-05-12,32.33333097101954,-99.45833333333125,0.09,0.0
2007-05-13,32.33333097101954,-99.45833333333125,0.14,171.28
2007-05-14,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-15,32.33333097101954,-99.45833333333125,0.0,6.14
2007-05-16,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-17,32.33333097101954,-99.45833333333125,0.08,0.0
2007-05-18,32.33333097101954,-99.45833333333125,0.01,18.35
2007-05-19,32.33333097101954,-99.45833333333125,0.08,0.0
2007-05-20,32.33333097101954,-99.45833333333125,0.0,26.75
2007-05-21,32.33333097101954,-99.45833333333125,0.0,723.53
2007-05-22,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-23,32.33333097101954,-99.45833333333125,0.0,1.03
2007-05-24,32.33333097101954,-99.45833333333125,0.19,0.0
2007-05-25,32.33333097101954,-99.45833333333125,0.02,0.0
2007-05-26,32.33333097101954,-99.45833333333125,0.0,309.18
2007-05-27,32.33333097101954,-99.45833333333125,0.14,0.0
2007-05-28,32.33333097101954,-99.45833333333125,0.0,482.83
2007-05-29,32.33333097101954,-99.45833333333125,0.73,0.0
2007-05-30,32.33333097101954,-99.45833333333125,0.0,0.0
2007-05-31,32.33333097101954,-99.45833333333125,0.0,0.0
2007-06-01,32.33333097101954,-99.45833333333125,0.0,0.0
